condition_id;user_id;reco_type;interaction;rank;product_id;product_name;nutri_score;nutri_score_numeric;mean_nutri_top5;
4;574c1f935bef980010b0a080;content_based_unbiased;2;2;549;Lentils in ranch sauce over buttery mashed potatoes;E;1;2.2;
4;574c1f935bef980010b0a080;content_based_unbiased;2;3;336;Fried tofu over creamy pasta with spinach and eggplant;C;3;2.2;
4;574c1f935bef980010b0a080;content_based_unbiased;2;4;301;Roasted Tempeh over gnocchi;C;3;2.2;
4;574c1f935bef980010b0a080;content_based_unbiased;2;5;321;Chickpeas in chimichurri over polenta;C;3;2.2;
4;574c1f935bef980010b0a080;content_based_unbiased;3;1;574;Kidney beans and green beans buttery mashed potatoes mix;E;1;2.6;
4;574c1f935bef980010b0a080;content_based_unbiased;3;2;334;Tempeh in ranch sauce over polenta;C;3;2.6;
4;574c1f935bef980010b0a080;content_based_unbiased;3;3;318;Zesty Lentils with fried eggplant & bulgur;C;3;2.6;
4;574c1f935bef980010b0a080;content_based_unbiased;3;4;542;Seitan with butter rice & fried peppers;E;1;2.6;
4;574c1f935bef980010b0a080;content_based_unbiased;3;5;45;Tangy Kidney beans bowl with sweet corn;A;5;2.6;
4;574c1f935bef980010b0a080;multistakeholder;1;1;291;Cheese omelette bowl with beetroot;C;3;4.2;
4;574c1f935bef980010b0a080;multistakeholder;1;2;295;Roasted seitan with cheesy potatoes, caramelized onions, celery & squash;C;3;4.2;
4;574c1f935bef980010b0a080;multistakeholder;1;3;105;Smoky Chickpeas with zucchini & couscous;A;5;4.2;
4;574c1f935bef980010b0a080;multistakeholder;1;4;111;Cheese omelette bowl with mushrooms;A;5;4.2;
4;574c1f935bef980010b0a080;multistakeholder;1;5;84;Seitan in ginger soy glaze over wild rice;A;5;4.2;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;1;1;294;Duck brown rice plate with bell peppers;C;3;1.8;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;1;2;377;Smoked turkey bowl with cabbage;D;2;1.8;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;1;3;589;Creamy smoked turkey bowl with cabbage;E;1;1.8;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;1;4;552;Creamy chicken with butter rice & vegetables;E;1;1.8;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;1;5;371;Turkey with creamy pasta, peas, asparagus & tomatoes;D;2;1.8;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;2;1;580;Buttery duck bowl with vegetables;E;1;1.6;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;2;2;585;Chicken bowl with fried rice, tomatoes, asparagus & fried peppers;E;1;1.6;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;2;3;569;Smoked turkey in cheese sauce over garlic butter noodles;E;1;1.6;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;2;4;464;Crispy Beef over butter rice;D;2;1.6;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;2;5;280;Fried chicken with loaded fries, fried onions & cauliflower;C;3;1.6;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;3;1;546;Tangy Fried chicken with spinach & cheesy potatoes;E;1;1.2;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;3;2;555;Turkey and buttered corn buttery mashed potatoes mix;E;1;1.2;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;3;3;503;Pork with mac and cheese, beetroot & fried eggplant;E;1;1.2;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;3;4;390;Roasted Duck bowl with fried peppers;D;2;1.2;
4,00E+00;59775e3831c84f0001d977b7;content_based_unbiased;3;5;533;Steak strips and tomatoes fried rice mix;E;1;1.2;
4,00E+00;59775e3831c84f0001d977b7;multistakeholder;1;1;294;Duck brown rice plate with bell peppers;C;3;3.2;
4,00E+00;59775e3831c84f0001d977b7;multistakeholder;1;2;377;Smoked turkey bowl with cabbage;D;2;3.2;
4,00E+00;59775e3831c84f0001d977b7;multistakeholder;1;3;245;Duck with butter rice, buttered corn, sweet corn & peas;C;3;3.2;
4,00E+00;59775e3831c84f0001d977b7;multistakeholder;1;4;141;Turkey with pasta, bell peppers & kale;B;4;3.2;
4,00E+00;59775e3831c84f0001d977b7;multistakeholder;1;5;231;Duck over bulgur with bell peppers, asparagus & sweet corn;B;4;3.2;
4;597c6cdf21db3a0001418541;content_based_unbiased;1;1;593;Bbq ribs mac and cheese plate with fried eggplant;E;1;1.4;
4;597c6cdf21db3a0001418541;content_based_unbiased;1;2;382;Pork belly in bbq sauce over cheesy potatoes;D;2;1.4;
4;597c6cdf21db3a0001418541;content_based_unbiased;1;3;386;Smoky Pork belly with buttered corn & creamy pasta;D;2;1.4;
4;597c6cdf21db3a0001418541;content_based_unbiased;1;4;490;Pork belly in ranch sauce over cheesy potatoes;E;1;1.4;
4;597c6cdf21db3a0001418541;content_based_unbiased;1;5;499;Sausage with mac and cheese and broccoli;E;1;1.4;
4;597c6cdf21db3a0001418541;content_based_unbiased;2;1;522;Sesame Bbq ribs bowl with eggplant;E;1;1.6;
4;597c6cdf21db3a0001418541;content_based_unbiased;2;2;464;Crispy Beef over butter rice;D;2;1.6;
4;597c6cdf21db3a0001418541;content_based_unbiased;2;3;402;Pork belly with garlic butter noodles and bell peppers;D;2;1.6;
4;597c6cdf21db3a0001418541;content_based_unbiased;2;4;450;Veal with butter rice, spinach & fried eggplant;D;2;1.6;
4;597c6cdf21db3a0001418541;content_based_unbiased;2;5;541;Beef and buttered corn butter rice mix;E;1;1.6;
4;597c6cdf21db3a0001418541;content_based_unbiased;3;1;446;Veal and spinach cheesy potatoes mix;D;2;1.4;
4;597c6cdf21db3a0001418541;content_based_unbiased;3;2;434;Herb Pork belly with creamed spinach & creamy pasta;D;2;1.4;
4;597c6cdf21db3a0001418541;content_based_unbiased;3;3;586;Buttery Roasted ham with buttered corn & garlic butter noodles;E;1;1.4;
4;597c6cdf21db3a0001418541;content_based_unbiased;3;4;507;Roasted ham in bbq sauce over loaded fries;E;1;1.4;
4;597c6cdf21db3a0001418541;content_based_unbiased;3;5;508;Zesty Meatballs bowl with creamed spinach;E;1;1.4;
4;597c6cdf21db3a0001418541;multistakeholder;1;1;382;Pork belly in bbq sauce over cheesy potatoes;D;2;3.4;
4;597c6cdf21db3a0001418541;multistakeholder;1;2;13;Veal barley plate with onions;A;5;3.4;
4;597c6cdf21db3a0001418541;multistakeholder;1;3;264;Beef with fried rice and cauliflower;C;3;3.4;
4;597c6cdf21db3a0001418541;multistakeholder;1;4;386;Smoky Pork belly with buttered corn & creamy pasta;D;2;3.4;
4;597c6cdf21db3a0001418541;multistakeholder;1;5;90;Roasted ham over polenta;A;5;3.4;
4;59a9c0291b7a550001d6392e;content_based_unbiased;1;1;245;Duck with butter rice, buttered corn, sweet corn & peas;C;3;3.0;
4;59a9c0291b7a550001d6392e;content_based_unbiased;1;2;307;Creamy Fried chicken over buttery mashed potatoes;C;3;3.0;
4;59a9c0291b7a550001d6392e;content_based_unbiased;1;3;253;Zesty Fried chicken with green beans & garlic butter noodles;C;3;3.0;
4;59a9c0291b7a550001d6392e;content_based_unbiased;1;4;247;Chicken in soy sauce over creamy pasta;C;3;3.0;
4;59a9c0291b7a550001d6392e;content_based_unbiased;1;5;345;Smoked turkey fried rice plate with peas;C;3;3.0;
4;59a9c0291b7a550001d6392e;content_based_unbiased;2;1;279;Duck brown rice plate with mushrooms;C;3;2.6;
4;59a9c0291b7a550001d6392e;content_based_unbiased;2;2;251;Mediterranean chicken with butter rice, squash, eggplant & tomatoes;C;3;2.6;
4;59a9c0291b7a550001d6392e;content_based_unbiased;2;3;580;Buttery duck bowl with vegetables;E;1;2.6;
4;59a9c0291b7a550001d6392e;content_based_unbiased;2;4;311;Smoked turkey and asparagus loaded fries mix;C;3;2.6;
4;59a9c0291b7a550001d6392e;content_based_unbiased;2;5;300;Sesame Smoked turkey over bulgur;C;3;2.6;
4;59a9c0291b7a550001d6392e;content_based_unbiased;3;1;546;Tangy Fried chicken with spinach & cheesy potatoes;E;1;2.0;
4;59a9c0291b7a550001d6392e;content_based_unbiased;3;2;303;Duck with potatoes and zucchini;C;3;2.0;
4;59a9c0291b7a550001d6392e;content_based_unbiased;3;3;341;Buttery Turkey with bell peppers & bulgur;C;3;2.0;
4;59a9c0291b7a550001d6392e;content_based_unbiased;3;4;555;Turkey and buttered corn buttery mashed potatoes mix;E;1;2.0;
4;59a9c0291b7a550001d6392e;content_based_unbiased;3;5;417;Mediterranean Turkey over cheesy potatoes;D;2;2.0;
4;59a9c0291b7a550001d6392e;multistakeholder;1;1;25;Chicken with broccoli & wild rice;A;5;4.6;
4;59a9c0291b7a550001d6392e;multistakeholder;1;2;7;Duck with pasta and asparagus;A;5;4.6;
4;59a9c0291b7a550001d6392e;multistakeholder;1;3;54;Turkey with sweet potatoes & vegetables;A;5;4.6;
4;59a9c0291b7a550001d6392e;multistakeholder;1;4;6;Chicken barley plate with bell peppers;A;5;4.6;
4;59a9c0291b7a550001d6392e;multistakeholder;1;5;245;Duck with butter rice, buttered corn, sweet corn & peas;C;3;4.6;
4;59ccd702faf42e00012b68f5;content_based_unbiased;1;1;253;Zesty Fried chicken with green beans & garlic butter noodles;C;3;3.0;
4;59ccd702faf42e00012b68f5;content_based_unbiased;1;2;294;Duck brown rice plate with bell peppers;C;3;3.0;
4;59ccd702faf42e00012b68f5;content_based_unbiased;1;3;354;Chicken and bell peppers sweet potatoes mix;C;3;3.0;
4;59ccd702faf42e00012b68f5;content_based_unbiased;1;4;345;Smoked turkey fried rice plate with peas;C;3;3.0;
4;59ccd702faf42e00012b68f5;content_based_unbiased;1;5;247;Chicken in soy sauce over creamy pasta;C;3;3.0;
4;59ccd702faf42e00012b68f5;content_based_unbiased;2;1;280;Fried chicken with loaded fries, fried onions & cauliflower;C;3;2.8;
4;59ccd702faf42e00012b68f5;content_based_unbiased;2;2;251;Mediterranean chicken with butter rice, squash, eggplant & tomatoes;C;3;2.8;
4;59ccd702faf42e00012b68f5;content_based_unbiased;2;3;311;Smoked turkey and asparagus loaded fries mix;C;3;2.8;
4;59ccd702faf42e00012b68f5;content_based_unbiased;2;4;374;Smoked turkey over loaded fries;D;2;2.8;
4;59ccd702faf42e00012b68f5;content_based_unbiased;2;5;279;Duck brown rice plate with mushrooms;C;3;2.8;
4;59ccd702faf42e00012b68f5;content_based_unbiased;3;1;341;Buttery Turkey with bell peppers & bulgur;C;3;2.4;
4;59ccd702faf42e00012b68f5;content_based_unbiased;3;2;303;Duck with potatoes and zucchini;C;3;2.4;
4;59ccd702faf42e00012b68f5;content_based_unbiased;3;3;546;Tangy Fried chicken with spinach & cheesy potatoes;E;1;2.4;
4;59ccd702faf42e00012b68f5;content_based_unbiased;3;4;555;Turkey and buttered corn buttery mashed potatoes mix;E;1;2.4;
4;59ccd702faf42e00012b68f5;content_based_unbiased;3;5;222;Smoked turkey with bulgur, eggplant, cabbage & celery;B;4;2.4;
4;59ccd702faf42e00012b68f5;multistakeholder;1;1;25;Chicken with broccoli & wild rice;A;5;4.6;
4;59ccd702faf42e00012b68f5;multistakeholder;1;2;165;Smoked turkey with polenta, tomatoes & cauliflower;B;4;4.6;
4;59ccd702faf42e00012b68f5;multistakeholder;1;3;6;Chicken barley plate with bell peppers;A;5;4.6;
4;59ccd702faf42e00012b68f5;multistakeholder;1;4;229;Smoked turkey in tomato sauce over potatoes;B;4;4.6;
4;59ccd702faf42e00012b68f5;multistakeholder;1;5;54;Turkey with sweet potatoes & vegetables;A;5;4.6;
4;59d3ef2c078dbe000195117f;content_based_unbiased;1;1;593;Bbq ribs mac and cheese plate with fried eggplant;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;1;2;499;Sausage with mac and cheese and broccoli;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;1;3;490;Pork belly in ranch sauce over cheesy potatoes;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;1;4;590;Crispy Veal over buttery mashed potatoes;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;1;5;485;Bbq ribs with cheesy potatoes ;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;2;1;522;Sesame Bbq ribs bowl with eggplant;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;2;2;572;Roasted ham and spinach mac and cheese mix;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;2;3;491;Meatballs and loaded fries mix;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;2;4;541;Beef and buttered corn butter rice mix;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;2;5;569;Smoked turkey in cheese sauce over garlic butter noodles;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;3;1;586;Buttery Roasted ham with buttered corn & garlic butter noodles;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;3;2;558;Meatballs & spicy mayo over cheesy potatoes;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;3;3;512;Cheesy meatballs bowl with vegetables;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;3;4;533;Steak strips and tomatoes fried rice mix;E;1;1.0;
4;59d3ef2c078dbe000195117f;content_based_unbiased;3;5;503;Pork with mac and cheese, beetroot & fried eggplant;E;1;1.0;
4;59d3ef2c078dbe000195117f;multistakeholder;1;1;593;Bbq ribs mac and cheese plate with fried eggplant;E;1;2.2;
4;59d3ef2c078dbe000195117f;multistakeholder;1;2;499;Sausage with mac and cheese and broccoli;E;1;2.2;
4;59d3ef2c078dbe000195117f;multistakeholder;1;3;264;Beef with fried rice and cauliflower;C;3;2.2;
4;59d3ef2c078dbe000195117f;multistakeholder;1;4;68;Roasted ham with bulgur & vegetables;A;5;2.2;
4;59d3ef2c078dbe000195117f;multistakeholder;1;5;490;Pork belly in ranch sauce over cheesy potatoes;E;1;2.2;
4;59d4fb316cc82800013e32d3;content_based_unbiased;1;1;245;Duck with butter rice, buttered corn, sweet corn & peas;C;3;3.0;
4;59d4fb316cc82800013e32d3;content_based_unbiased;1;2;253;Zesty Fried chicken with green beans & garlic butter noodles;C;3;3.0;
4;59d4fb316cc82800013e32d3;content_based_unbiased;1;3;337;Chicken and broccoli loaded fries mix;C;3;3.0;
4;59d4fb316cc82800013e32d3;content_based_unbiased;1;4;307;Creamy Fried chicken over buttery mashed potatoes;C;3;3.0;
4;59d4fb316cc82800013e32d3;content_based_unbiased;1;5;247;Chicken in soy sauce over creamy pasta;C;3;3.0;
4;59d4fb316cc82800013e32d3;content_based_unbiased;2;1;300;Sesame Smoked turkey over bulgur;C;3;2.2;
4;59d4fb316cc82800013e32d3;content_based_unbiased;2;2;279;Duck brown rice plate with mushrooms;C;3;2.2;
4;59d4fb316cc82800013e32d3;content_based_unbiased;2;3;580;Buttery duck bowl with vegetables;E;1;2.2;
4;59d4fb316cc82800013e32d3;content_based_unbiased;2;4;311;Smoked turkey and asparagus loaded fries mix;C;3;2.2;
4;59d4fb316cc82800013e32d3;content_based_unbiased;2;5;585;Chicken bowl with fried rice, tomatoes, asparagus & fried peppers;E;1;2.2;
4;59d4fb316cc82800013e32d3;content_based_unbiased;3;1;303;Duck with potatoes and zucchini;C;3;2.6;
4;59d4fb316cc82800013e32d3;content_based_unbiased;3;2;546;Tangy Fried chicken with spinach & cheesy potatoes;E;1;2.6;
4;59d4fb316cc82800013e32d3;content_based_unbiased;3;3;341;Buttery Turkey with bell peppers & bulgur;C;3;2.6;
4;59d4fb316cc82800013e32d3;content_based_unbiased;3;4;555;Turkey and buttered corn buttery mashed potatoes mix;E;1;2.6;
4;59d4fb316cc82800013e32d3;content_based_unbiased;3;5;113;Smoked turkey udon bowl with vegetables;A;5;2.6;
4;59d4fb316cc82800013e32d3;multistakeholder;1;1;7;Duck with pasta and asparagus;A;5;4.6;
4;59d4fb316cc82800013e32d3;multistakeholder;1;2;6;Chicken barley plate with bell peppers;A;5;4.6;
4;59d4fb316cc82800013e32d3;multistakeholder;1;3;25;Chicken with broccoli & wild rice;A;5;4.6;
4;59d4fb316cc82800013e32d3;multistakeholder;1;4;54;Turkey with sweet potatoes & vegetables;A;5;4.6;
4;59d4fb316cc82800013e32d3;multistakeholder;1;5;245;Duck with butter rice, buttered corn, sweet corn & peas;C;3;4.6;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;1;1;253;Zesty Fried chicken with green beans & garlic butter noodles;C;3;3.0;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;1;2;307;Creamy Fried chicken over buttery mashed potatoes;C;3;3.0;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;1;3;245;Duck with butter rice, buttered corn, sweet corn & peas;C;3;3.0;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;1;4;345;Smoked turkey fried rice plate with peas;C;3;3.0;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;1;5;257;Turkey in pesto over mac and cheese;C;3;3.0;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;2;1;280;Fried chicken with loaded fries, fried onions & cauliflower;C;3;3.0;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;2;2;251;Mediterranean chicken with butter rice, squash, eggplant & tomatoes;C;3;3.0;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;2;3;311;Smoked turkey and asparagus loaded fries mix;C;3;3.0;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;2;4;279;Duck brown rice plate with mushrooms;C;3;3.0;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;2;5;300;Sesame Smoked turkey over bulgur;C;3;3.0;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;3;1;303;Duck with potatoes and zucchini;C;3;3.4;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;3;2;341;Buttery Turkey with bell peppers & bulgur;C;3;3.4;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;3;3;113;Smoked turkey udon bowl with vegetables;A;5;3.4;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;3;4;406;Turkey in bbq sauce over buttery mashed potatoes;D;2;3.4;
4;5ad4a1eb754a0d0001622e5e;content_based_unbiased;3;5;214;Duck in lemon herb sauce over bulgur;B;4;3.4;
4;5ad4a1eb754a0d0001622e5e;multistakeholder;1;1;7;Duck with pasta and asparagus;A;5;5.0;
4;5ad4a1eb754a0d0001622e5e;multistakeholder;1;2;54;Turkey with sweet potatoes & vegetables;A;5;5.0;
4;5ad4a1eb754a0d0001622e5e;multistakeholder;1;3;6;Chicken barley plate with bell peppers;A;5;5.0;
4;5ad4a1eb754a0d0001622e5e;multistakeholder;1;4;25;Chicken with broccoli & wild rice;A;5;5.0;
4;5ad4a1eb754a0d0001622e5e;multistakeholder;1;5;76;Meatballs over wild rice;A;5;5.0;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;1;1;584;Hake in cheese sauce over creamy pasta;E;1;2.0;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;1;2;577;Trout and caramelized onions butter rice mix;E;1;2.0;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;1;3;294;Duck brown rice plate with bell peppers;C;3;2.0;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;1;4;547;Creamy whitefish pasta with vegetables;E;1;2.0;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;1;5;192;Duck in ginger soy glaze over wild rice;B;4;2.0;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;2;1;457;Hake in cheese sauce over buttery mashed potatoes;D;2;1.2;
